fecha,latitud,longitud,alcaldia,colonia,temp,precip,humedad,viento,radiacion,presion,incidente
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.467973,-99.082825,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Inundacion
2019-10-19,19.45544,-99.09721,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.471289,-99.080778,GUSTAVO A. MADERO,HORNOS DE ARAGON (U HAB),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-19,19.468346,-99.083347,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),14.65,2.71,86.67,0.66,4.2677,74.38,Encharcamiento
2019-10-30,19.392651,-99.127423,IZTACALCO,SAN PEDRO IZTACALCO,14.11,9.59,85.07,1.03,4.1148,74.51,Inundacion
2019-10-30,19.392651,-99.127423,IZTACALCO,SAN PEDRO IZTACALCO,14.11,9.59,85.07,1.03,4.1148,74.51,Inundacion
2019-10-30,19.396904,-99.147863,BENITO JUAREZ,NARVARTE II,14.11,9.59,85.07,1.03,4.1148,74.51,Encharcamiento
2019-10-30,19.492044,-99.09998,GUSTAVO A. MADERO,SANTIAGO ATZACOALCO (PBLO),14.11,9.59,85.07,1.03,4.1148,74.51,Encharcamiento
2019-10-30,19.408743,-99.145335,CUAUHTEMOC,DOCTORES V,14.11,9.59,85.07,1.03,4.1148,74.51,Encharcamiento
2019-10-30,19.254608,-99.056358,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),14.08,10.12,87.22,0.94,4.1148,74.43,Inundacion
2019-10-30,19.243948,-99.071668,XOCHIMILCO,SANTA CRUZ ACALPIXCA (PBLO),16.36,8.63,87.88,0.96,4.1148,79.71,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.335218,-99.063968,IZTAPALAPA,SAN JUAN JOYA (PJE),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.343777,-99.068251,IZTAPALAPA,LOS ANGELES,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.308888,-99.102938,COYOACAN,CTM IX CULHUACAN 32-33 (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.330715,-99.074268,IZTAPALAPA,BELLAVISTA (U HAB),13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Encharcamiento
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
2019-10-27,19.328364,-99.071627,IZTAPALAPA,SAN NICOLAS TOLENTINO I,13.79,4.08,82.0,0.55,3.9091,74.48,Inundacion
